"x1","y1","x2","y2","length","digit1","digit2","digit3","digit4","digit5","digit6"
"34","6","50","23","2","1","3","-1","-1","-1","-1"
"85","15","118","51","2","3","10","-1","-1","-1","-1"
"25","11","42","30","1","1","-1","-1","-1","-1","-1"
"11","1","36","12","4","1","2","1","9","-1","-1"
"26","6","49","28","2","1","10","-1","-1","-1","-1"
"29","6","68","33","3","2","7","1","-1","-1","-1"
"65","11","107","75","2","9","10","-1","-1","-1","-1"
"15","2","26","15","2","1","2","-1","-1","-1","-1"
"19","2","41","20","3","1","9","10","-1","-1","-1"
"35","7","55","35","1","8","-1","-1","-1","-1","-1"
"32","3","68","50","3","1","3","9","-1","-1","-1"
"143","24","240","119","2","2","10","-1","-1","-1","-1"
"49","8","100","56","2","3","9","-1","-1","-1","-1"
"21","3","40","18","2","4","8","-1","-1","-1","-1"
"22","4","29","18","1","6","-1","-1","-1","-1","-1"
"61","8","176","87","3","1","1","2","-1","-1","-1"
"45","7","96","54","2","1","9","-1","-1","-1","-1"
"58","6","81","50","1","8","-1","-1","-1","-1","-1"
"59","3","141","78","2","4","4","-1","-1","-1","-1"
"62","18","117","71","2","2","6","-1","-1","-1","-1"
"32","8","47","32","2","2","7","-1","-1","-1","-1"
"60","7","112","69","2","1","10","-1","-1","-1","-1"
"27","3","41","33","1","5","-1","-1","-1","-1","-1"
"30","12","50","42","2","1","10","-1","-1","-1","-1"
"24","4","58","26","3","1","8","1","-1","-1","-1"
"31","3","57","38","2","1","1","-1","-1","-1","-1"
"47","1","111","67","2","3","4","-1","-1","-1","-1"
"54","90","115","171","3","1","10","10","-1","-1","-1"
"19","3","47","21","2","2","8","-1","-1","-1","-1"
"83","28","119","60","3","1","2","6","-1","-1","-1"
"60","11","94","62","2","4","5","-1","-1","-1","-1"
"80","15","115","43","3","4","7","2","-1","-1","-1"
"22","3","53","26","2","9","3","-1","-1","-1","-1"
"21","1","53","33","2","1","7","-1","-1","-1","-1"
"33","4","55","37","1","8","-1","-1","-1","-1","-1"
"41","12","67","28","3","2","3","8","-1","-1","-1"
"15","1","26","18","1","5","-1","-1","-1","-1","-1"
"70","21","122","67","2","9","5","-1","-1","-1","-1"
"88","7","213","110","3","6","5","7","-1","-1","-1"
"14","2","31","17","2","8","1","-1","-1","-1","-1"
"34","9","71","41","2","1","10","-1","-1","-1","-1"
"58","11","133","79","2","1","4","-1","-1","-1","-1"
"65","14","128","82","2","5","2","-1","-1","-1","-1"
"34","6","43","28","1","1","-1","-1","-1","-1","-1"
"31","2","85","46","2","3","4","-1","-1","-1","-1"
"125","14","199","55","3","1","4","5","-1","-1","-1"
"23","1","49","25","2","3","10","-1","-1","-1","-1"
"29","6","53","35","2","1","6","-1","-1","-1","-1"
"75","16","108","41","3","1","2","10","-1","-1","-1"
"39","7","66","42","2","6","3","-1","-1","-1","-1"
"21","3","35","23","2","2","2","-1","-1","-1","-1"
"32","3","66","43","2","7","6","-1","-1","-1","-1"
"24","3","45","23","2","7","6","-1","-1","-1","-1"
"45","7","84","43","3","2","10","10","-1","-1","-1"
"49","2","111","68","2","5","3","-1","-1","-1","-1"
"28","1","49","32","2","3","7","-1","-1","-1","-1"
"24","3","58","25","3","1","5","8","-1","-1","-1"
"35","10","58","35","2","3","1","-1","-1","-1","-1"
"56","15","156","116","3","2","3","6","-1","-1","-1"
"35","14","59","37","2","7","2","-1","-1","-1","-1"
"17","2","36","22","3","2","6","8","-1","-1","-1"
"41","6","72","49","2","5","5","-1","-1","-1","-1"
"28","9","54","31","2","7","2","-1","-1","-1","-1"
"45","7","61","42","1","2","-1","-1","-1","-1","-1"
"44","7","138","56","3","1","1","7","-1","-1","-1"
"23","6","37","22","3","2","1","2","-1","-1","-1"
"30","3","47","34","2","1","7","-1","-1","-1","-1"
"12","1","33","17","3","2","4","4","-1","-1","-1"
"44","9","81","51","2","8","2","-1","-1","-1","-1"
"35","6","71","45","2","5","6","-1","-1","-1","-1"
"37","8","82","51","2","3","7","-1","-1","-1","-1"
"23","6","39","23","2","1","2","-1","-1","-1","-1"
"7","4","15","15","1","8","-1","-1","-1","-1","-1"
"41","10","69","41","2","3","9","-1","-1","-1","-1"
"113","20","215","91","3","4","3","8","-1","-1","-1"
"41","10","58","49","1","4","-1","-1","-1","-1","-1"
"59","13","104","50","2","1","2","-1","-1","-1","-1"
"78","20","112","51","2","4","4","-1","-1","-1","-1"
"41","4","75","48","2","1","6","-1","-1","-1","-1"
"109","6","179","71","3","3","1","5","-1","-1","-1"
"47","8","115","60","2","4","2","-1","-1","-1","-1"
"48","13","88","54","2","2","6","-1","-1","-1","-1"
"17","1","53","21","4","1","2","2","3","-1","-1"
"15","4","41","20","2","2","2","-1","-1","-1","-1"
"63","13","111","54","3","3","8","4","-1","-1","-1"
"21","7","40","26","2","3","4","-1","-1","-1","-1"
"24","6","37","21","2","7","8","-1","-1","-1","-1"
"22","3","32","29","1","2","-1","-1","-1","-1","-1"
"69","17","121","70","3","9","1","6","-1","-1","-1"
"18","1","40","22","2","3","4","-1","-1","-1","-1"
"40","9","84","45","3","1","2","10","-1","-1","-1"
"12","1","37","16","3","1","4","10","-1","-1","-1"
"123","13","261","135","3","2","6","10","-1","-1","-1"
"40","13","55","37","2","3","4","-1","-1","-1","-1"
"51","11","87","39","3","1","10","4","-1","-1","-1"
"35","11","43","28","1","6","-1","-1","-1","-1","-1"
"26","4","57","29","2","5","2","-1","-1","-1","-1"
"24","1","54","29","2","9","5","-1","-1","-1","-1"
"52","7","120","69","3","3","2","6","-1","-1","-1"
"20","3","34","20","2","5","2","-1","-1","-1","-1"
"28","5","35","27","1","1","-1","-1","-1","-1","-1"
"133","52","180","137","2","1","4","-1","-1","-1","-1"
"18","1","37","25","2","8","1","-1","-1","-1","-1"
"81","15","157","77","3","1","2","7","-1","-1","-1"
"28","1","48","38","1","1","-1","-1","-1","-1","-1"
"26","1","55","35","2","3","1","-1","-1","-1","-1"
"35","3","74","41","3","8","7","2","-1","-1","-1"
"15","2","27","19","2","4","3","-1","-1","-1","-1"
"15","1","36","19","2","9","6","-1","-1","-1","-1"
"26","3","39","32","2","6","4","-1","-1","-1","-1"
"28","1","66","19","3","8","9","6","-1","-1","-1"
"103","27","128","72","1","9","-1","-1","-1","-1","-1"
"15","1","21","15","1","1","-1","-1","-1","-1","-1"
"95","21","204","92","3","6","7","10","-1","-1","-1"
"80","52","109","79","3","1","3","4","-1","-1","-1"
"20","5","32","19","2","1","5","-1","-1","-1","-1"
"54","14","98","50","2","5","9","-1","-1","-1","-1"
"17","2","28","18","1","2","-1","-1","-1","-1","-1"
"29","5","61","32","3","1","5","5","-1","-1","-1"
"33","4","58","41","2","2","5","-1","-1","-1","-1"
"85","13","135","77","2","6","8","-1","-1","-1","-1"
"194","54","255","103","3","6","10","2","-1","-1","-1"
"9","1","38","13","4","2","4","1","9","-1","-1"
"42","9","76","49","2","5","4","-1","-1","-1","-1"
"38","6","70","39","2","3","4","-1","-1","-1","-1"
"39","2","66","40","2","3","6","-1","-1","-1","-1"
"69","14","88","58","1","6","-1","-1","-1","-1","-1"
"38","12","78","43","3","2","1","7","-1","-1","-1"
"52","1","88","50","3","1","4","7","-1","-1","-1"
"75","2","99","40","2","1","6","-1","-1","-1","-1"
"24","3","44","29","2","5","10","-1","-1","-1","-1"
"25","4","44","30","3","1","10","1","-1","-1","-1"
"28","4","54","31","2","9","2","-1","-1","-1","-1"
"25","2","38","28","2","1","1","-1","-1","-1","-1"
"37","5","83","45","2","5","5","-1","-1","-1","-1"
"20","4","39","29","2","5","3","-1","-1","-1","-1"
"21","7","32","22","2","1","4","-1","-1","-1","-1"
"28","2","61","37","3","2","10","3","-1","-1","-1"
"20","4","42","24","2","6","3","-1","-1","-1","-1"
"72","10","104","69","2","4","1","-1","-1","-1","-1"
"135","104","184","132","3","1","2","2","-1","-1","-1"
"60","16","91","60","2","8","1","-1","-1","-1","-1"
"30","4","56","29","2","5","5","-1","-1","-1","-1"
"115","14","151","42","3","4","10","7","-1","-1","-1"
"134","38","269","143","4","1","1","5","10","-1","-1"
"30","10","68","36","3","3","7","7","-1","-1","-1"
"47","5","100","69","2","8","2","-1","-1","-1","-1"
"31","6","87","36","3","8","9","7","-1","-1","-1"
"41","11","65","43","2","7","9","-1","-1","-1","-1"
"20","3","37","24","2","1","9","-1","-1","-1","-1"
"87","19","192","94","3","2","1","6","-1","-1","-1"
"18","1","30","18","3","1","3","2","-1","-1","-1"
"39","14","61","36","2","8","7","-1","-1","-1","-1"
"0","18","114","131","2","3","1","-1","-1","-1","-1"
"15","1","36","17","3","1","2","8","-1","-1","-1"
"12","1","45","17","4","1","5","1","5","-1","-1"
"19","4","33","23","2","3","5","-1","-1","-1","-1"
"58","9","113","72","2","4","5","-1","-1","-1","-1"
"23","6","40","21","2","4","3","-1","-1","-1","-1"
"38","10","66","36","3","1","2","10","-1","-1","-1"
"53","12","64","41","1","1","-1","-1","-1","-1","-1"
"22","3","48","23","2","4","8","-1","-1","-1","-1"
"16","3","28","17","2","1","9","-1","-1","-1","-1"
"31","6","53","32","2","6","3","-1","-1","-1","-1"
"40","9","65","31","3","1","3","1","-1","-1","-1"
"26","2","57","33","2","1","4","-1","-1","-1","-1"
"49","11","88","46","2","8","3","-1","-1","-1","-1"
"56","2","135","79","2","1","2","-1","-1","-1","-1"
"27","6","54","31","2","7","10","-1","-1","-1","-1"
"17","1","35","19","2","3","2","-1","-1","-1","-1"
"29","5","40","25","2","1","3","-1","-1","-1","-1"
"42","14","52","46","1","1","-1","-1","-1","-1","-1"
"109","18","149","50","3","1","6","4","-1","-1","-1"
"18","1","38","19","3","1","9","6","-1","-1","-1"
"39","11","81","42","3","2","2","8","-1","-1","-1"
"16","1","24","14","1","6","-1","-1","-1","-1","-1"
"24","5","38","30","1","4","-1","-1","-1","-1","-1"
"85","6","202","101","4","3","6","7","10","-1","-1"
"61","16","101","50","3","1","4","3","-1","-1","-1"
"80","1","204","108","3","2","1","9","-1","-1","-1"
"16","1","32","17","2","3","3","-1","-1","-1","-1"
"23","6","35","22","2","6","1","-1","-1","-1","-1"
"12","1","43","15","4","1","5","10","6","-1","-1"
"122","32","195","118","2","4","9","-1","-1","-1","-1"
"36","8","83","27","3","5","3","6","-1","-1","-1"
"22","7","38","25","3","1","10","2","-1","-1","-1"
"16","2","34","16","2","3","2","-1","-1","-1","-1"
"13","1","40","14","4","1","9","5","1","-1","-1"
"31","7","46","35","2","4","2","-1","-1","-1","-1"
"21","4","29","18","1","4","-1","-1","-1","-1","-1"
"43","8","76","46","2","1","4","-1","-1","-1","-1"
"20","1","56","22","3","4","10","5","-1","-1","-1"
"26","6","49","28","2","2","8","-1","-1","-1","-1"
"45","5","108","47","3","1","5","3","-1","-1","-1"
"59","14","105","61","3","6","2","9","-1","-1","-1"
"20","3","73","27","4","2","4","4","1","-1","-1"
"45","3","100","60","3","1","3","2","-1","-1","-1"
"176","8","357","236","2","1","8","-1","-1","-1","-1"
"77","23","113","57","2","2","9","-1","-1","-1","-1"
"22","1","40","25","2","3","2","-1","-1","-1","-1"
"123","16","186","82","2","3","4","-1","-1","-1","-1"
"20","6","40","24","2","2","1","-1","-1","-1","-1"
"27","2","62","34","2","5","8","-1","-1","-1","-1"
"18","1","32","24","1","2","-1","-1","-1","-1","-1"
"40","9","87","33","2","2","9","-1","-1","-1","-1"
"79","43","115","81","2","1","5","-1","-1","-1","-1"
"33","6","52","28","2","3","10","-1","-1","-1","-1"
"109","30","170","80","2","6","9","-1","-1","-1","-1"
"37","2","74","44","3","3","1","10","-1","-1","-1"
"75","23","136","65","3","2","2","6","-1","-1","-1"
"21","2","45","22","3","2","2","4","-1","-1","-1"
"10","1","40","14","4","2","4","1","8","-1","-1"
"18","1","40","27","2","1","4","-1","-1","-1","-1"
"30","5","47","33","2","3","4","-1","-1","-1","-1"
"96","19","134","46","3","1","8","3","-1","-1","-1"
"284","23","356","77","3","2","9","5","-1","-1","-1"
"38","6","70","41","3","1","5","1","-1","-1","-1"
"27","1","55","29","2","5","10","-1","-1","-1","-1"
"21","4","34","23","2","2","10","-1","-1","-1","-1"
"57","9","88","51","2","1","1","-1","-1","-1","-1"
"27","2","49","29","2","1","8","-1","-1","-1","-1"
"17","3","46","29","3","2","3","9","-1","-1","-1"
"27","3","51","29","2","1","1","-1","-1","-1","-1"
"97","16","194","114","3","2","7","8","-1","-1","-1"
"46","14","73","52","2","8","4","-1","-1","-1","-1"
"57","8","94","52","2","2","6","-1","-1","-1","-1"
"30","1","53","37","1","5","-1","-1","-1","-1","-1"
"18","1","36","19","3","1","1","4","-1","-1","-1"
"25","1","47","26","2","8","9","-1","-1","-1","-1"
"38","8","83","33","3","2","7","2","-1","-1","-1"
"11","1","17","12","1","5","-1","-1","-1","-1","-1"
"22","3","47","30","2","3","1","-1","-1","-1","-1"
"33","8","76","35","3","3","6","6","-1","-1","-1"
"33","6","49","36","1","8","-1","-1","-1","-1","-1"
"114","29","135","51","2","3","3","-1","-1","-1","-1"
"40","1","75","43","2","5","1","-1","-1","-1","-1"
"192","123","231","168","2","7","7","-1","-1","-1","-1"
"12","1","21","13","2","4","7","-1","-1","-1","-1"
"23","16","86","95","3","1","3","5","-1","-1","-1"
"44","8","57","52","1","9","-1","-1","-1","-1","-1"
"22","1","53","23","3","1","1","8","-1","-1","-1"
"22","6","29","20","1","3","-1","-1","-1","-1","-1"
"46","10","65","57","1","1","-1","-1","-1","-1","-1"
"54","15","71","50","1","4","-1","-1","-1","-1","-1"
"90","20","198","84","3","2","3","10","-1","-1","-1"
"54","11","78","48","2","1","2","-1","-1","-1","-1"
"27","1","77","34","3","2","5","1","-1","-1","-1"
"96","43","146","85","2","2","10","-1","-1","-1","-1"
"21","3","53","27","3","2","5","2","-1","-1","-1"
"42","8","63","47","1","2","-1","-1","-1","-1","-1"
"26","2","47","29","2","2","9","-1","-1","-1","-1"
"91","19","167","76","3","2","6","7","-1","-1","-1"
"48","9","88","51","3","5","10","4","-1","-1","-1"
"68","14","118","78","3","2","3","4","-1","-1","-1"
"71","34","117","72","3","1","4","1","-1","-1","-1"
"39","7","78","47","2","3","1","-1","-1","-1","-1"
"14","1","31","19","2","3","3","-1","-1","-1","-1"
"36","5","78","44","2","8","9","-1","-1","-1","-1"
"24","4","45","27","2","4","1","-1","-1","-1","-1"
"87","18","128","87","1","6","-1","-1","-1","-1","-1"
"144","39","204","159","1","6","-1","-1","-1","-1","-1"
"20","7","49","41","2","2","6","-1","-1","-1","-1"
"92","10","147","46","3","3","9","2","-1","-1","-1"
"81","10","191","104","2","4","5","-1","-1","-1","-1"
"67","25","132","77","3","4","2","7","-1","-1","-1"
"93","20","183","90","3","5","7","7","-1","-1","-1"
"37","5","59","42","1","3","-1","-1","-1","-1","-1"
"27","1","56","34","2","4","7","-1","-1","-1","-1"
"44","12","98","39","3","4","8","3","-1","-1","-1"
"49","13","70","47","2","6","5","-1","-1","-1","-1"
"21","3","41","28","2","1","4","-1","-1","-1","-1"
"33","5","54","34","2","6","3","-1","-1","-1","-1"
"11","1","31","14","2","3","10","-1","-1","-1","-1"
"25","1","33","30","1","1","-1","-1","-1","-1","-1"
"23","2","42","29","2","1","9","-1","-1","-1","-1"
"55","9","92","49","3","1","1","8","-1","-1","-1"
"86","19","128","81","2","3","10","-1","-1","-1","-1"
"17","1","54","26","2","2","5","-1","-1","-1","-1"
"18","5","34","19","2","7","10","-1","-1","-1","-1"
"27","4","56","32","2","6","1","-1","-1","-1","-1"
"73","15","129","66","2","6","8","-1","-1","-1","-1"
"84","14","158","100","2","5","7","-1","-1","-1","-1"
"36","7","84","52","2","4","5","-1","-1","-1","-1"
"85","25","151","73","3","2","8","5","-1","-1","-1"
"51","13","105","50","2","5","10","-1","-1","-1","-1"
"26","3","44","26","2","4","7","-1","-1","-1","-1"
"31","1","58","30","2","2","8","-1","-1","-1","-1"
"43","9","72","34","3","6","7","6","-1","-1","-1"
"83","18","147","95","2","3","10","-1","-1","-1","-1"
"18","4","29","20","2","7","3","-1","-1","-1","-1"
"79","23","110","75","1","6","-1","-1","-1","-1","-1"
"13","1","32","19","2","2","6","-1","-1","-1","-1"
"16","2","34","16","2","3","7","-1","-1","-1","-1"
"74","23","115","51","3","1","10","8","-1","-1","-1"
"54","31","86","54","3","1","5","3","-1","-1","-1"
"70","10","97","64","1","2","-1","-1","-1","-1","-1"
"64","44","97","75","3","4","2","6","-1","-1","-1"
"17","1","37","19","2","4","1","-1","-1","-1","-1"
"23","1","48","29","2","2","2","-1","-1","-1","-1"
"10","1","27","18","2","4","7","-1","-1","-1","-1"
"106","36","229","154","3","5","1","4","-1","-1","-1"
"42","5","98","46","3","1","1","4","-1","-1","-1"
"70","20","124","52","3","8","8","1","-1","-1","-1"
"53","16","93","58","2","7","3","-1","-1","-1","-1"
"50","19","106","57","3","1","2","2","-1","-1","-1"
"60","12","131","73","3","1","2","1","-1","-1","-1"
"36","8","55","51","1","1","-1","-1","-1","-1","-1"
"18","2","38","22","3","2","6","6","-1","-1","-1"
"38","4","69","32","3","3","2","4","-1","-1","-1"
"41","10","74","46","3","1","3","8","-1","-1","-1"
"9","12","74","72","2","4","8","-1","-1","-1","-1"
"35","8","69","40","2","4","1","-1","-1","-1","-1"
"27","3","69","33","2","2","7","-1","-1","-1","-1"
"99","12","208","118","3","7","5","8","-1","-1","-1"
"51","7","88","65","1","5","-1","-1","-1","-1","-1"
"64","37","93","65","3","2","1","4","-1","-1","-1"
"18","1","40","19","3","1","10","9","-1","-1","-1"
"60","14","116","67","3","1","2","3","-1","-1","-1"
"41","4","101","54","2","3","9","-1","-1","-1","-1"
"21","4","31","21","1","7","-1","-1","-1","-1","-1"
"18","1","43","15","3","1","10","10","-1","-1","-1"
"26","3","50","30","2","1","6","-1","-1","-1","-1"
"14","1","42","13","4","2","10","7","9","-1","-1"
"24","2","46","27","2","8","8","-1","-1","-1","-1"
"22","2","39","24","2","5","3","-1","-1","-1","-1"
"34","4","101","51","4","1","10","1","3","-1","-1"
"31","7","67","36","3","1","1","6","-1","-1","-1"
"19","4","42","25","2","7","5","-1","-1","-1","-1"
"27","7","66","33","3","1","8","9","-1","-1","-1"
"21","4","34","25","1","9","-1","-1","-1","-1","-1"
"29","6","72","40","3","1","2","5","-1","-1","-1"
"29","5","59","36","2","5","4","-1","-1","-1","-1"
"39","9","61","37","2","6","7","-1","-1","-1","-1"
"41","4","81","51","2","6","9","-1","-1","-1","-1"
"66","13","124","59","3","1","3","5","-1","-1","-1"
"99","24","130","89","1","6","-1","-1","-1","-1","-1"
"68","17","138","68","3","5","5","2","-1","-1","-1"
"25","3","34","15","1","4","-1","-1","-1","-1","-1"
"55","10","120","66","2","2","8","-1","-1","-1","-1"
"28","6","56","35","2","8","7","-1","-1","-1","-1"
"36","5","87","48","2","3","3","-1","-1","-1","-1"
"33","4","56","40","1","4","-1","-1","-1","-1","-1"
"62","15","93","56","2","1","1","-1","-1","-1","-1"
"47","14","77","41","3","1","9","1","-1","-1","-1"
"82","11","137","80","2","6","1","-1","-1","-1","-1"
"53","21","82","40","3","1","5","6","-1","-1","-1"
"195","20","234","57","2","4","6","-1","-1","-1","-1"
"26","6","52","35","2","2","3","-1","-1","-1","-1"
"32","9","45","27","2","3","4","-1","-1","-1","-1"
"109","27","130","90","1","9","-1","-1","-1","-1","-1"
"25","1","43","23","2","5","1","-1","-1","-1","-1"
"53","8","65","36","1","6","-1","-1","-1","-1","-1"
"49","7","99","68","2","3","9","-1","-1","-1","-1"
"27","1","59","36","2","3","9","-1","-1","-1","-1"
"44","9","86","42","2","5","2","-1","-1","-1","-1"
"54","15","110","44","4","8","3","3","5","-1","-1"
"27","1","62","35","2","5","1","-1","-1","-1","-1"
"18","1","31","15","2","7","7","-1","-1","-1","-1"
"72","16","115","65","2","2","8","-1","-1","-1","-1"
"56","9","126","60","3","5","3","7","-1","-1","-1"
"23","1","44","24","2","3","1","-1","-1","-1","-1"
"156","90","190","122","3","1","1","6","-1","-1","-1"
"38","16","56","35","2","6","7","-1","-1","-1","-1"
"50","11","72","40","2","1","1","-1","-1","-1","-1"
"48","11","92","40","4","3","9","4","10","-1","-1"
"53","8","91","61","2","4","1","-1","-1","-1","-1"
"25","3","38","26","1","8","-1","-1","-1","-1","-1"
"31","2","70","40","2","3","3","-1","-1","-1","-1"
"66","21","97","59","2","7","2","-1","-1","-1","-1"
"57","10","84","48","3","1","3","5","-1","-1","-1"
"25","5","48","24","2","6","2","-1","-1","-1","-1"
"20","4","35","25","2","2","1","-1","-1","-1","-1"
"43","31","115","77","4","1","5","5","5","-1","-1"
"30","8","61","38","3","1","10","8","-1","-1","-1"
"22","3","38","21","2","2","1","-1","-1","-1","-1"
"62","18","100","54","3","3","5","10","-1","-1","-1"
"70","13","109","54","2","9","10","-1","-1","-1","-1"
"58","14","106","61","2","1","6","-1","-1","-1","-1"
"47","13","72","41","3","2","10","2","-1","-1","-1"
"17","1","39","18","2","2","3","-1","-1","-1","-1"
"0","17","76","99","2","1","10","-1","-1","-1","-1"
"34","7","57","38","2","1","4","-1","-1","-1","-1"
"21","2","49","27","3","2","7","8","-1","-1","-1"
"31","6","42","38","1","1","-1","-1","-1","-1","-1"
"26","2","53","34","2","1","3","-1","-1","-1","-1"
"63","36","88","63","2","9","4","-1","-1","-1","-1"
"13","1","39","13","4","1","3","9","10","-1","-1"
"57","15","104","68","2","1","5","-1","-1","-1","-1"
"47","13","72","48","2","8","1","-1","-1","-1","-1"
"40","6","82","49","2","4","1","-1","-1","-1","-1"
"86","40","160","94","3","4","8","6","-1","-1","-1"
"18","1","33","24","2","4","3","-1","-1","-1","-1"
"17","2","29","16","2","7","4","-1","-1","-1","-1"
"39","7","65","55","1","9","-1","-1","-1","-1","-1"
"55","13","102","66","2","1","8","-1","-1","-1","-1"
"52","13","78","60","1","3","-1","-1","-1","-1","-1"
"10","22","54","53","3","4","4","8","-1","-1","-1"
"22","2","39","22","2","1","3","-1","-1","-1","-1"
"38","8","69","43","2","9","6","-1","-1","-1","-1"
"38","37","115","112","3","7","8","1","-1","-1","-1"
"26","2","58","30","3","3","5","3","-1","-1","-1"
"15","1","47","18","4","2","7","4","2","-1","-1"
"26","2","61","32","2","3","8","-1","-1","-1","-1"
"102","31","147","72","4","1","1","8","4","-1","-1"
"37","7","90","42","3","1","4","9","-1","-1","-1"
"26","3","49","32","2","2","8","-1","-1","-1","-1"
"32","2","70","38","2","5","9","-1","-1","-1","-1"
"49","9","76","64","1","5","-1","-1","-1","-1","-1"
"30","8","53","30","2","1","4","-1","-1","-1","-1"
"92","31","136","79","2","1","7","-1","-1","-1","-1"
"84","9","182","118","2","3","5","-1","-1","-1","-1"
"32","8","51","37","2","2","4","-1","-1","-1","-1"
"19","6","31","18","2","3","10","-1","-1","-1","-1"
"18","2","32","16","2","6","8","-1","-1","-1","-1"
"17","1","39","25","2","6","2","-1","-1","-1","-1"
"22","4","43","33","1","9","-1","-1","-1","-1","-1"
"22","7","32","22","2","1","6","-1","-1","-1","-1"
"15","1","45","18","3","4","2","8","-1","-1","-1"
"-1","21","23","59","2","1","3","-1","-1","-1","-1"
"29","4","63","39","2","4","10","-1","-1","-1","-1"
"37","7","66","38","2","2","2","-1","-1","-1","-1"
"12","1","28","14","2","2","10","-1","-1","-1","-1"
"33","4","61","43","2","9","10","-1","-1","-1","-1"
"25","5","46","33","2","1","1","-1","-1","-1","-1"
"56","6","94","64","2","6","7","-1","-1","-1","-1"
"36","10","64","43","3","3","2","8","-1","-1","-1"
"118","25","259","129","2","6","10","-1","-1","-1","-1"
"58","5","96","67","2","1","2","-1","-1","-1","-1"
"57","15","86","47","2","9","4","-1","-1","-1","-1"
"32","6","51","37","2","4","2","-1","-1","-1","-1"
"30","2","57","36","2","5","2","-1","-1","-1","-1"
"46","11","68","58","1","9","-1","-1","-1","-1","-1"
"25","1","72","39","2","6","3","-1","-1","-1","-1"
"25","3","50","31","2","1","5","-1","-1","-1","-1"
"41","6","63","53","1","1","-1","-1","-1","-1","-1"
"36","7","53","41","2","2","7","-1","-1","-1","-1"
"64","31","95","68","2","3","1","-1","-1","-1","-1"
"36","6","57","42","2","1","1","-1","-1","-1","-1"
"93","20","165","116","1","4","-1","-1","-1","-1","-1"
"35","12","62","40","2","1","9","-1","-1","-1","-1"
"52","17","69","38","2","3","1","-1","-1","-1","-1"
"72","13","145","90","3","2","6","1","-1","-1","-1"
"102","65","165","110","3","2","2","8","-1","-1","-1"
"57","12","100","56","3","1","4","5","-1","-1","-1"
"29","4","56","36","2","1","6","-1","-1","-1","-1"
"89","14","120","41","3","2","9","1","-1","-1","-1"
"33","2","64","44","2","1","9","-1","-1","-1","-1"
"26","1","45","31","2","4","3","-1","-1","-1","-1"
"47","5","93","62","2","6","4","-1","-1","-1","-1"
"29","5","43","33","1","1","-1","-1","-1","-1","-1"
"21","6","39","22","3","2","1","6","-1","-1","-1"
"21","3","34","18","1","4","-1","-1","-1","-1","-1"
"47","7","100","52","3","2","10","2","-1","-1","-1"
"92","26","145","67","3","3","8","10","-1","-1","-1"
"15","1","36","19","2","2","3","-1","-1","-1","-1"
"31","5","57","32","2","1","7","-1","-1","-1","-1"
"67","16","134","60","3","2","5","1","-1","-1","-1"
"34","5","67","32","2","6","5","-1","-1","-1","-1"
"109","28","147","68","3","2","8","6","-1","-1","-1"
"12","2","51","19","4","2","7","4","7","-1","-1"
"52","12","88","41","3","2","3","6","-1","-1","-1"
"37","10","63","35","2","3","10","-1","-1","-1","-1"
"29","6","40","32","1","3","-1","-1","-1","-1","-1"
"62","13","116","58","3","1","5","1","-1","-1","-1"
"80","22","118","51","3","3","5","6","-1","-1","-1"
"25","4","36","29","1","3","-1","-1","-1","-1","-1"
"42","7","84","52","2","1","9","-1","-1","-1","-1"
"27","4","53","33","3","1","3","10","-1","-1","-1"
"83","20","135","83","2","4","1","-1","-1","-1","-1"
"32","8","61","29","2","6","8","-1","-1","-1","-1"
"16","1","38","21","2","7","2","-1","-1","-1","-1"
"42","7","68","38","2","2","7","-1","-1","-1","-1"
"25","1","76","39","3","2","8","10","-1","-1","-1"
"44","9","68","36","2","1","10","-1","-1","-1","-1"
"71","3","114","97","1","6","-1","-1","-1","-1","-1"
"13","1","46","19","4","2","6","4","9","-1","-1"
"15","1","34","19","3","1","6","8","-1","-1","-1"
"26","3","56","34","2","5","6","-1","-1","-1","-1"
"42","17","70","49","2","8","7","-1","-1","-1","-1"
"57","18","80","46","2","1","4","-1","-1","-1","-1"
"65","17","102","65","3","1","4","4","-1","-1","-1"
"37","5","66","47","2","3","5","-1","-1","-1","-1"
"51","1","154","70","3","3","9","6","-1","-1","-1"
"24","1","58","34","2","1","3","-1","-1","-1","-1"
"47","8","62","52","1","1","-1","-1","-1","-1","-1"
"35","4","48","34","1","6","-1","-1","-1","-1","-1"
"21","1","54","27","2","2","4","-1","-1","-1","-1"
"35","3","60","38","3","2","6","6","-1","-1","-1"
"61","12","111","49","3","4","6","6","-1","-1","-1"
"21","1","56","26","3","3","2","6","-1","-1","-1"
"49","3","96","62","2","4","6","-1","-1","-1","-1"
"70","19","90","46","1","2","-1","-1","-1","-1","-1"
"22","1","38","22","2","6","7","-1","-1","-1","-1"
"21","4","30","18","1","2","-1","-1","-1","-1","-1"
"48","12","89","48","2","5","10","-1","-1","-1","-1"
"55","12","83","40","3","1","4","3","-1","-1","-1"
"33","8","47","26","2","1","10","-1","-1","-1","-1"
"54","10","105","66","2","2","5","-1","-1","-1","-1"
"47","14","70","34","3","1","4","1","-1","-1","-1"
"23","2","61","29","3","2","5","8","-1","-1","-1"
"34","7","64","34","3","2","2","1","-1","-1","-1"
"44","5","83","56","2","3","9","-1","-1","-1","-1"
